kpi_name,indicator_id,commodity,net_achievement,net_annual_target,stakeholder_disaggregation,results_new,results_continued,targets_new,targets_continued,year,project_name,country
# Farmers that implement Good Practices,GP018,Coffee,11245,10500,Unspecified,2520,8725,6000,4500,2023,Traceable Organic Coffee from Kenya,Kenya
# of ha under sustainable management in a given year,S1.1,Coffee,15403,3000,Unspecified,13778,1625,3000,,2021,Traceable Organic Coffee from Kenya,Kenya
# of ha under sustainable management in a given year,S1.1,Coffee,20456,6000,Unspecified,5053,15403,3000,3000,2022,Traceable Organic Coffee from Kenya,Kenya
# of ha under sustainable management in a given year,S1.1,Coffee,24422.57,10500,Unspecified,3966.57,20456,4500,6000,2023,Traceable Organic Coffee from Kenya,Kenya
# of persons who are newly employed as a result of Solidaridad's support,S2.4,Coffee,107,200,Unspecified,107,0,200,,2021,Traceable Organic Coffee from Kenya,Kenya
# of persons who are newly employed as a result of Solidaridad's support,S2.4,Coffee,151,200,Unspecified,44,107,200,,2022,Traceable Organic Coffee from Kenya,Kenya
# of persons who are newly employed as a result of Solidaridad's support,S2.4,Coffee,220,200,Unspecified,69,151,200,,2023,Traceable Organic Coffee from Kenya,Kenya
# of farmers trained,GP026,Coffee,25301,21000,Unspecified,2325,22976,3000,18000,2024,Traceable Organic Coffee from Kenya,Kenya
# of ha under sustainable management in a given year,S1.1,Coffee,25301,15000,Unspecified,2325,22976,4500,10500,2024,Traceable Organic Coffee from Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,25121,21000,Unspecified,2325,22796,3000,18000,2024,Traceable Organic Coffee from Kenya,Kenya
# Farmers that implement Good Practices,GP018,Coffee,25301,14500,Unspecified,2325,22976,4000,10500,2024,Traceable Organic Coffee from Kenya,Kenya
# tGHGe/year mitigated,S1.2,Coffee,0,13515,Unspecified,0,0,15,13500,2024,Traceable Organic Coffee from Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Coffee,25301,21000,Unspecified,2325,22976,3000,18000,2024,Traceable Organic Coffee from Kenya,Kenya
Volume sourced sustainably by brands supported through Solidaridad's projects,S4.1,Coffee,152,500,Unspecified,152,0,500,,2024,Traceable Organic Coffee from Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Other (Maize),1561,600,Unspecified,1561,0,600,0,2022,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Other (Maize),3061,1800,Unspecified,1500,1561,1200,600,2023,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Other (Maize),4500,1800,Unspecified,1439,3061,,1800,2024,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers with farm income increase,S1.4,Other (Maize),1561,600,Unspecified,1561,0,600,0,2022,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers with farm income increase,S1.4,Other (Maize),3061,1800,Unspecified,1500,1561,1200,600,2023,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers with farm income increase,S1.4,Other (Maize),4500,3000,Unspecified,1439,3061,1200,1800,2024,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers trained,GP026,Other (Maize),1561,600,Unspecified,1561,0,600,0,2022,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers trained,GP026,Other (Maize),3661,1800,Unspecified,2100,1561,1200,600,2023,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers trained,GP026,Other (Maize),4500,3000,Unspecified,839,3661,1200,1800,2024,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers trained,GP026,Unspecified,1561,0,Unspecified,0,1561,,,2022,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers trained,GP026,Other (Maize),3126,3500,Unspecified,3126,0,3500,,2021,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of ha under sustainable management in a given year,S1.1,Other (Maize),1000,0,Unspecified,1000,0,,,2022,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of ha under sustainable management in a given year,S1.1,Other (Maize),2050,2000,Unspecified,1050,1000,1000,1000,2023,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of ha under sustainable management in a given year,S1.1,Other (Maize),3050,3000,Unspecified,1000,2050,1000,2000,2024,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Other (Maize),121,600,Unspecified,121,0,600,,2022,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Other (Maize),1121,1800,Unspecified,1000,121,1200,600,2023,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Other (Maize),4500,3000,Unspecified,3379,1121,1200,1800,2024,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers with farm income increase,S1.4,Other (Maize),5998,4200,Unspecified,1620,4378,1200,3000,2025,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers with farm income increase,S1.4,Other (Maize),5998,4200,Unspecified,0,5998,,4200,2026,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers trained,GP026,Other (Maize),5998,4200,Unspecified,1620,4378,1200,3000,2025,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers trained,GP026,Other (Maize),5998,4200,Unspecified,0,5998,,4200,2026,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Other (Maize),5998,4200,Unspecified,1620,4378,1200,3000,2025,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Other (Maize),5998,4200,Unspecified,0,5998,,4200,2026,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of ha under sustainable management in a given year,S1.1,Other (Maize),5998,4200,Unspecified,1620,4378,1200,3000,2025,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of ha under sustainable management in a given year,S1.1,Other (Maize),5998,4200,Unspecified,0,5998,,4200,2026,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Other (Maize),5998,4200,Unspecified,1620,4378,1200,3000,2025,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Other (Maize),5998,4200,Unspecified,0,5998,,4200,2026,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of persons who are newly employed as a result of Solidaridad's support,S2.4,Other (Maize),104,10,Unspecified,104,0,10,0,2025,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of persons who are newly employed as a result of Solidaridad's support,S2.4,Other (Maize),104,10,Unspecified,0,104,,10,2026,Creating Shared Value in Maize Value Chain in Kenya,Kenya
# of corporates supported who are testing solutions with Solidaridad,S3.4,Coffee,3,2,Unspecified,3,0,2,,2022,RS! Uganda - Coffee,Uganda
# of civil society groups that improve their involvement in decision making,S3.1,Coffee,5,6,Unspecified,5,0,6,,2022,RS! Uganda - Coffee,Uganda
# of civil society groups that improve their involvement in decision making,S3.1,Coffee,5,6,Unspecified,0,5,,6,2023,RS! Uganda - Coffee,Uganda
# of civil society groups that improve their involvement in decision making,S3.1,Coffee,4,6,Unspecified,0,4,,6,2024,RS! Uganda - Coffee,Uganda
# of civil society groups that improve their involvement in decision making,S3.1,Coffee,9,10,Unspecified,4,5,4,6,2025,RS! Uganda - Coffee,Uganda
# of corporates supported who are testing solutions with Solidaridad,S3.4,Coffee,1,0,Unspecified,1,0,,,2021,RS! Uganda - Coffee,Uganda
# of corporates supported who are testing solutions with Solidaridad,S3.4,Coffee,0,1,Unspecified,0,0,1,,2022,RS! Uganda - Coffee,Uganda
# of corporates supported who are testing solutions with Solidaridad,S3.4,Coffee,2,1,Unspecified,0,2,,1,2023,RS! Uganda - Coffee,Uganda
# of corporates supported who are testing solutions with Solidaridad,S3.4,Coffee,0,5,Unspecified,0,0,2,3,2024,RS! Uganda - Coffee,Uganda
# of corporates supported who are testing solutions with Solidaridad,S3.4,Coffee,12,12,Unspecified,0,12,0,12,2025,RS! Uganda - Coffee,Uganda
"# and qualitative description of new and improved private sector policies for sustainable sourcing, production, trade and investment developed and implemented",G019,Coffee,0,1,Unspecified,0,0,1,,2021,RS! Uganda - Coffee,Uganda
"# and qualitative description of new and improved private sector policies for sustainable sourcing, production, trade and investment developed and implemented",G019,Coffee,0,1,Unspecified,0,0,1,,2022,RS! Uganda - Coffee,Uganda
"# and qualitative description of new and improved private sector policies for sustainable sourcing, production, trade and investment developed and implemented",G019,Coffee,0,1,Unspecified,0,0,,1,2023,RS! Uganda - Coffee,Uganda
"# and qualitative description of new and improved private sector policies for sustainable sourcing, production, trade and investment developed and implemented",G019,Coffee,2,1,Unspecified,1,1,,1,2025,RS! Uganda - Coffee,Uganda
# of citizens mobilized to raise their voice,S3.2,Coffee,45,0,Unspecified,45,0,,,2022,RS! Uganda - Coffee,Uganda
# of citizens mobilized to raise their voice,S3.2,Coffee,120,1000,Unspecified,95,25,1000,,2023,RS! Uganda - Coffee,Uganda
# of citizens mobilized to raise their voice,S3.2,Coffee,100,100,Unspecified,0,100,100,,2024,RS! Uganda - Coffee,Uganda
# of citizens mobilized to raise their voice,S3.2,Coffee,4758,3500,Unspecified,4758,0,,3500,2025,RS! Uganda - Coffee,Uganda
"# of dialogues initiated, strengthened or joined in debate with civil society, public and private decision makers",EP023,Coffee,6,2,Unspecified,6,0,2,,2022,RS! Uganda - Coffee,Uganda
"# of dialogues initiated, strengthened or joined in debate with civil society, public and private decision makers",EP023,Coffee,7,2,Unspecified,2,5,,2,2023,RS! Uganda - Coffee,Uganda
"# of dialogues initiated, strengthened or joined in debate with civil society, public and private decision makers",EP023,Coffee,8,4,Unspecified,8,0,4,,2024,RS! Uganda - Coffee,Uganda
"# of dialogues initiated, strengthened or joined in debate with civil society, public and private decision makers",EP023,Coffee,5,6,Unspecified,5,0,,6,2025,RS! Uganda - Coffee,Uganda
# of awareness raising campaigns,S3.11,Coffee,0,2,Unspecified,0,0,2,,2023,RS! Uganda - Coffee,Uganda
# of awareness raising campaigns,S3.11,Coffee,0,2,Unspecified,0,0,,2,2024,RS! Uganda - Coffee,Uganda
# of recommendations submitted to key public and private sector decision makers,EP011,Coffee,1,1,Unspecified,1,0,1,,2022,RS! Uganda - Coffee,Uganda
# of recommendations submitted to key public and private sector decision makers,EP011,Coffee,2,2,Unspecified,2,0,2,,2023,RS! Uganda - Coffee,Uganda
# of recommendations submitted to key public and private sector decision makers,EP011,Coffee,2,2,Unspecified,0,2,1,1,2024,RS! Uganda - Coffee,Uganda
# of recommendations submitted to key public and private sector decision makers,EP011,Coffee,1,1,Unspecified,0,1,,1,2025,RS! Uganda - Coffee,Uganda
# CSOs that are being trained or supported in decision making and dialogue,EP020,Coffee,5,6,Unspecified,5,0,6,,2022,RS! Uganda - Coffee,Uganda
# CSOs that are being trained or supported in decision making and dialogue,EP020,Coffee,5,6,Unspecified,0,5,,6,2023,RS! Uganda - Coffee,Uganda
# CSOs that are being trained or supported in decision making and dialogue,EP020,Coffee,5,5,Unspecified,0,5,,5,2024,RS! Uganda - Coffee,Uganda
# CSOs that are being trained or supported in decision making and dialogue,EP020,Coffee,5,6,Unspecified,0,5,,6,2025,RS! Uganda - Coffee,Uganda
# of corporates Solidaridad engaged with,S3.12,Coffee,0,1,Unspecified,0,0,1,,2023,RS! Uganda - Coffee,Uganda
# of corporates Solidaridad engaged with,S3.12,Coffee,0,2,Unspecified,0,0,1,1,2024,RS! Uganda - Coffee,Uganda
# of corporates Solidaridad engaged with,S3.12,Coffee,8,0,Unspecified,5,3,,,2025,RS! Uganda - Coffee,Uganda
# of new or improved mandatory sustainability frameworks,S3.3,Coffee,0,1,Unspecified,0,0,1,,2022,RS! Uganda - Coffee,Uganda
# of new or improved mandatory sustainability frameworks,S3.3,Coffee,0,1,Unspecified,0,0,,1,2023,RS! Uganda - Coffee,Uganda
# of new or improved mandatory sustainability frameworks,S3.3,Coffee,1,1,Unspecified,1,0,1,,2024,RS! Uganda - Coffee,Uganda
# of new or improved mandatory sustainability frameworks,S3.3,Coffee,2,0,Unspecified,1,1,,,2025,RS! Uganda - Coffee,Uganda
# of awareness raising campaigns,S3.11,Coffee,2,2,Unspecified,2,0,2,,2022,RS! Uganda - Coffee,Uganda
# of awareness raising campaigns,S3.11,Coffee,2,1,Unspecified,1,1,1,,2023,RS! Uganda - Coffee,Uganda
# of awareness raising campaigns,S3.11,Coffee,3,2,Unspecified,2,1,1,1,2024,RS! Uganda - Coffee,Uganda
# of awareness raising campaigns,S3.11,Coffee,3,1,Unspecified,0,3,,1,2025,RS! Uganda - Coffee,Uganda
"# and qualitative description of governmental and private policies for sustainable production, trade and consumption influenced",G049,Coffee,1,1,Unspecified,1,0,1,,2021,RS! Uganda - Coffee,Uganda
"# and qualitative description of governmental and private policies for sustainable production, trade and consumption influenced",G049,Coffee,1,1,Unspecified,1,0,,1,2022,RS! Uganda - Coffee,Uganda
"# and qualitative description of governmental and private policies for sustainable production, trade and consumption influenced",G049,Coffee,1,1,Unspecified,1,0,,1,2023,RS! Uganda - Coffee,Uganda
"# and qualitative description of governmental and private policies for sustainable production, trade and consumption influenced",G049,Coffee,1,1,Unspecified,0,1,,1,2024,RS! Uganda - Coffee,Uganda
"# and qualitative description of governmental and private policies for sustainable production, trade and consumption influenced",G049,Coffee,2,1,Unspecified,1,1,,1,2025,RS! Uganda - Coffee,Uganda
# CSOs that are being trained or supported in decision making and dialogue,EP020,Coffee,5,6,Unspecified,5,0,6,,2022,RS! Uganda - Coffee,Uganda
# CSOs that are being trained or supported in decision making and dialogue,EP020,Coffee,5,6,Unspecified,0,5,,6,2023,RS! Uganda - Coffee,Uganda
# CSOs that are being trained or supported in decision making and dialogue,EP020,Coffee,5,5,Unspecified,0,5,,5,2024,RS! Uganda - Coffee,Uganda
# CSOs that are being trained or supported in decision making and dialogue,EP020,Coffee,5,6,Unspecified,0,5,,6,2025,RS! Uganda - Coffee,Uganda
# Civil Society actors and target groups with increased L&A capacities,G011,Coffee,5,6,Unspecified,5,0,6,,2022,RS! Uganda - Coffee,Uganda
# Civil Society actors and target groups with increased L&A capacities,G011,Coffee,5,6,Unspecified,0,5,,6,2023,RS! Uganda - Coffee,Uganda
# Civil Society actors and target groups with increased L&A capacities,G011,Coffee,4,5,Unspecified,0,4,,5,2024,RS! Uganda - Coffee,Uganda
# Civil Society actors and target groups with increased L&A capacities,G011,Coffee,5,6,Unspecified,0,5,,6,2025,RS! Uganda - Coffee,Uganda
"# and qualitative description of new and improved private sector inclusive tools and business models for sustainable sourcing, production, trade and investment developed and implemented",G020,Coffee,2,0,Unspecified,2,0,,,2023,RS! Uganda - Coffee,Uganda
# of corporates supported who implement sustainability solutions and policies beyond the project,S3.5,Coffee,52,0,Unspecified,52,0,,,2023,RS! Uganda - Coffee,Uganda
"# of farmers, miners and workers with improved bargaining position through equitable access to (digital) market intelligence or as a result of new and innovative business models",G016,Coffee,2800,0,Unspecified,2800,0,,,2023,RS! Uganda - Coffee,Uganda
"# and qualitative description of new and improved private sector inclusive tools and business models for sustainable sourcing, production, trade and investment developed and implemented",G020,Coffee,3,0,Unspecified,3,0,,,2024,RS! Uganda - Coffee,Uganda
