kpi_name,indicator_id,commodity,net_achievement,net_annual_target,stakeholder_disaggregation,results_new,results_continued,targets_new,targets_continued,year,project_name,country
# of ha under sustainable management in a given year,S1.1,Coffee,5062,6333,Unspecified,2865,2197,3195,3138,2021,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
# of ha under sustainable management in a given year,S1.1,Coffee,7283,9528,Unspecified,2221,5062,3195,6333,2022,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
# of farmers with improved yield (kg/ha)),S1.3,Coffee,6715,10575,Unspecified,2865,3850,5075,5500,2021,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
# of farmers with improved yield (kg/ha)),S1.3,Coffee,10417,14280,Unspecified,3702,6715,3705,10575,2022,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
# of farmers with farm income increase,S1.4,Coffee,6715,8365,Unspecified,2865,3850,2865,5500,2021,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
# of farmers with farm income increase,S1.4,Coffee,10417,12070,Unspecified,3702,6715,3705,8365,2022,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,920,Unspecified,0,0,,920,2021,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,7922,Unspecified,0,0,,7922,2021,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,8787,13844,Unspecified,2865,5922,7922,5922,2021,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,12489,8780,Unspecified,3702,8787,858,7922,2022,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
Volume produced under sustainable management,REC20,Coffee,0,23442,Unspecified,0,0,,23442,2021,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
Volume produced under sustainable management,REC20,Coffee,0,80000,Unspecified,0,0,80000,,2022,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
# of farmers trained,GP026,Coffee,10840,10787,Unspecified,2875,7965,2865,7922,2021,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
# of farmers trained,GP026,Coffee,15965,8780,Unspecified,8000,7965,858,7922,2022,GPRI-Scaling Investments 4 Resilience of EA Coffee Producers-UG,Uganda
# of civil society groups that improve their involvement in decision making,S3.1,Livestock,0,1,Unspecified,0,0,1,,2021,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of civil society groups that improve their involvement in decision making,S3.1,Livestock,0,1,Unspecified,0,0,,1,2022,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of workers under improved working conditions,S1.5,Livestock,0,320,Unspecified,0,0,320,0,2021,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of workers under improved working conditions,S1.5,Livestock,609,320,Unspecified,609,0,320,0,2022,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of workers under improved working conditions,S1.5,Livestock,840,320,Unspecified,231,609,320,0,2023,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of workers under improved working conditions,S1.5,Livestock,0,80,Unspecified,0,0,80,,2024,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of processors who have reduced pollution,S1.7,Livestock,5,5,Unspecified,5,0,5,0,2021,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of processors who have reduced pollution,S1.7,Livestock,5,5,Unspecified,0,5,0,5,2022,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of processors who have reduced pollution,S1.7,Livestock,5,5,Unspecified,0,5,0,5,2023,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of processors who have reduced pollution,S1.7,Livestock,5,5,Unspecified,0,5,0,5,2024,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of workers trained,S1.11,Livestock,2500,1500,Unspecified,2500,0,1500,,2021,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of workers trained,S1.11,Livestock,0,160,Unspecified,0,0,160,,2021,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of workers trained,S1.11,Livestock,0,160,Unspecified,0,0,,160,2022,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of workers trained,S1.11,Livestock,231,160,Unspecified,231,0,,160,2023,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of workers trained,S1.11,Livestock,231,80,Unspecified,0,231,80,,2024,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of persons who are newly employed as a result of Solidaridad's support,S2.4,Livestock,23,23,Unspecified,0,23,,23,2022,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of persons who are newly employed as a result of Solidaridad's support,S2.4,Livestock,23,23,Unspecified,0,23,,23,2023,Leather Initiative for Sustainable Employment in Ethiopia,Ethiopia
# of local Service Providers that provide services and inputs,G040,Coffee,20,20,Unspecified,20,0,20,,2021,Oromia Coffee Dairy Development Project,Ethiopia
# of farmers trained,GP026,Coffee,15292,800,Unspecified,769,14523,800,,2021,Oromia Coffee Dairy Development Project,Ethiopia
# of ha under sustainable management in a given year,S1.1,Coffee,14523,14523,Unspecified,0,14523,,14523,2021,Oromia Coffee Dairy Development Project,Ethiopia
# of farmers with improved yield (kg/ha)),S1.3,Coffee,0,15000,Unspecified,0,0,,15000,2021,Oromia Coffee Dairy Development Project,Ethiopia
# of farmers with farm income increase,S1.4,Coffee,0,15000,Unspecified,0,0,,15000,2021,Oromia Coffee Dairy Development Project,Ethiopia
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,15000,Unspecified,0,0,,15000,2021,Oromia Coffee Dairy Development Project,Ethiopia
# of farmers with improved yield (kg/ha)),S1.3,Dairy,1195,1360,Unspecified,750,445,,1360,2021,REC EAF Catalyst for Business Driven and Climate Smart Dairy Farming,Tanzania
# of farmers with improved yield (kg/ha)),S1.3,Dairy,877,1360,Unspecified,0,877,,1360,2022,REC EAF Catalyst for Business Driven and Climate Smart Dairy Farming,Tanzania
# of farmers with farm income increase,S1.4,Dairy,0,1360,Unspecified,0,0,,1360,2021,REC EAF Catalyst for Business Driven and Climate Smart Dairy Farming,Tanzania
# of farmers with farm income increase,S1.4,Dairy,1908,1360,Unspecified,0,1908,,1360,2022,REC EAF Catalyst for Business Driven and Climate Smart Dairy Farming,Tanzania
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Dairy,985,1360,Unspecified,540,445,,1360,2021,REC EAF Catalyst for Business Driven and Climate Smart Dairy Farming,Tanzania
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Dairy,1908,1360,Unspecified,0,1908,,1360,2022,REC EAF Catalyst for Business Driven and Climate Smart Dairy Farming,Tanzania
# of local Service Providers that provide services and inputs,G040,Dairy,10,5,Unspecified,5,5,5,0,2021,REC EAF Catalyst for Business Driven and Climate Smart Dairy Farming,Tanzania
# of local Service Providers that provide services and inputs,G040,Dairy,0,5,Unspecified,0,0,,5,2022,REC EAF Catalyst for Business Driven and Climate Smart Dairy Farming,Tanzania
Volume produced under sustainable management,REC20,Dairy,185000,80000,Unspecified,105000,80000,80000,,2021,REC EAF Catalyst for Business Driven and Climate Smart Dairy Farming,Tanzania
Volume produced under sustainable management,REC20,Dairy,0,115000,Unspecified,0,0,80000,35000,2022,REC EAF Catalyst for Business Driven and Climate Smart Dairy Farming,Tanzania
# of farmers trained,GP026,Dairy,1500,1360,Unspecified,750,750,,1360,2021,REC EAF Catalyst for Business Driven and Climate Smart Dairy Farming,Tanzania
# of farmers trained,GP026,Dairy,0,1360,Unspecified,0,0,,1360,2022,REC EAF Catalyst for Business Driven and Climate Smart Dairy Farming,Tanzania
# of farmers trained,GP026,Other (Maize),14626,3500,Unspecified,3126,11500,3500,,2021,aBITRUST-Creating Shared Value in Agricultural,Uganda
# of farmers trained,GP026,Fruit and Vegetables,1200,800,Unspecified,1200,0,800,,2021,Development Initiative for Northern Uganda,Uganda
# of farmers trained,GP026,Fruit and Vegetables,0,1600,Unspecified,0,0,800,800,2022,Development Initiative for Northern Uganda,Uganda
# of farmers trained,GP026,Fruit and Vegetables,1450,1600,Unspecified,250,1200,800,800,2023,Development Initiative for Northern Uganda,Uganda
# of local Service Providers that provide services and inputs,G040,Combined,28,20,Unspecified,28,0,20,,2021,Development Initiative for Northern Uganda,Uganda
# of local Service Providers that provide services and inputs,G040,Combined,0,20,Unspecified,0,0,,20,2022,Development Initiative for Northern Uganda,Uganda
# of local Service Providers that provide services and inputs,G040,Combined,22,20,Unspecified,0,22,,20,2023,Development Initiative for Northern Uganda,Uganda
# of farmers with farm income increase,S1.4,Coffee,0,5000,Unspecified,0,0,5000,,2021,Development Initiative for Northern Uganda,Uganda
# of farmers with farm income increase,S1.4,Coffee,0,5000,Unspecified,0,0,,5000,2022,Development Initiative for Northern Uganda,Uganda
# of farmers with farm income increase,S1.4,Fruit and Vegetables,0,7200,Unspecified,0,0,7200,,2021,Development Initiative for Northern Uganda,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Fruit and Vegetables,0,7200,Unspecified,0,0,7200,,2021,Development Initiative for Northern Uganda,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,15000,Unspecified,0,0,15000,,2021,Development Initiative for Northern Uganda,Uganda
# of farmers with improved yield (kg/ha)),S1.3,Fruit and Vegetables,0,7200,Unspecified,0,0,7200,,2021,Development Initiative for Northern Uganda,Uganda
# of farmers with improved yield (kg/ha)),S1.3,Fruit and Vegetables,0,800,Unspecified,0,0,800,,2021,Development Initiative for Northern Uganda,Uganda
# of farmers with improved yield (kg/ha)),S1.3,Fruit and Vegetables,0,1600,Unspecified,0,0,800,800,2022,Development Initiative for Northern Uganda,Uganda
# of farmers with improved yield (kg/ha)),S1.3,Fruit and Vegetables,1500,1600,Unspecified,0,1500,800,800,2023,Development Initiative for Northern Uganda,Uganda
# of farmers with improved yield (kg/ha)),S1.3,Combined,0,800,Unspecified,0,0,800,,2022,Development Initiative for Northern Uganda,Uganda
# of farmers with improved yield (kg/ha)),S1.3,Combined,0,1600,Unspecified,0,0,800,800,2023,Development Initiative for Northern Uganda,Uganda
# of farmers with farm income increase,S1.4,Coffee,0,800,Unspecified,0,0,800,,2022,Development Initiative for Northern Uganda,Uganda
# of farmers with farm income increase,S1.4,Coffee,0,1600,Unspecified,0,0,800,800,2023,Development Initiative for Northern Uganda,Uganda
# of farmers with farm income increase,S1.4,Fruit and Vegetables,0,800,Unspecified,0,0,800,,2021,Development Initiative for Northern Uganda,Uganda
# of farmers with farm income increase,S1.4,Fruit and Vegetables,0,1600,Unspecified,0,0,800,800,2022,Development Initiative for Northern Uganda,Uganda
# of farmers with farm income increase,S1.4,Fruit and Vegetables,0,1600,Unspecified,0,0,800,800,2023,Development Initiative for Northern Uganda,Uganda
# of farmers with farm income increase,S1.4,Combined,0,800,Unspecified,0,0,800,,2022,Development Initiative for Northern Uganda,Uganda
# of farmers with farm income increase,S1.4,Combined,0,1600,Unspecified,0,0,800,800,2023,Development Initiative for Northern Uganda,Uganda
# of local Service Providers that provide services and inputs,G040,Fruit and Vegetables,46,50,Unspecified,46,0,50,,2021,FOSEK-ECA-Ethiopia,Ethiopia
# of farmers trained,GP026,Fruit and Vegetables,53800,53400,Unspecified,400,53400,400,53000,2021,FOSEK-ECA-Ethiopia,Ethiopia
# of ha under sustainable management in a given year,S1.1,Fruit and Vegetables,53800,53400,Unspecified,400,53400,400,53000,2021,FOSEK-ECA-Ethiopia,Ethiopia
# of local Service Providers that provide services and inputs,G040,Combined,35,35,Unspecified,35,0,35,,2021,FOSEK-ECA-Kenya,Kenya
# of farmers trained,GP026,Combined,80093,80000,Unspecified,4093,76000,4000,76000,2021,FOSEK-ECA-Kenya,Kenya
# of ha under sustainable management in a given year,S1.1,Combined,80093,80000,Unspecified,4093,76000,4000,76000,2021,FOSEK-ECA-Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Dairy,3945,4500,Unspecified,3945,0,4500,,2021,FOSEK-ECA-Kenya,Kenya
# of ha under sustainable management in a given year,S1.1,Coffee,4181,1398,Unspecified,4181,0,1398,,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of ha under sustainable management in a given year,S1.1,Coffee,4194,1398,Unspecified,13,4181,1398,,2022,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of ha under sustainable management in a given year,S1.1,Coffee,6913,1398,Unspecified,2719,4194,1398,,2023,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of farmers with improved yield (kg/ha)),S1.3,Coffee,17853,7500,Unspecified,17853,0,7500,,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of farmers with improved yield (kg/ha)),S1.3,Coffee,20000,15000,Unspecified,2147,17853,7500,7500,2022,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of farmers with improved yield (kg/ha)),S1.3,Coffee,21038,22500,Unspecified,1038,20000,7500,15000,2023,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of farmers with farm income increase,S1.4,Coffee,17853,7500,Unspecified,17853,0,7500,,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of farmers with farm income increase,S1.4,Coffee,17853,15000,Unspecified,0,17853,7500,7500,2022,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of farmers with farm income increase,S1.4,Coffee,21038,22500,Unspecified,3185,17853,7500,15000,2023,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of tools and models that facilitate the implementation of Good Practices developed and tested in consortia with public and private partners,G027,Coffee,0,1,Unspecified,0,0,1,,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of tools and models that facilitate the implementation of Good Practices developed and tested in consortia with public and private partners,G027,Coffee,10,1,Unspecified,10,0,,1,2022,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of tools and models that facilitate the implementation of Good Practices developed and tested in consortia with public and private partners,G027,Coffee,0,5,Unspecified,0,0,5,,2023,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of Farmers organised in groups or cooperatives as a result of Solidaridad support,G042,Coffee,0,5,Unspecified,0,0,5,,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of Farmers organised in groups or cooperatives as a result of Solidaridad support,G042,Coffee,0,5,Unspecified,0,0,5,,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of Farmers organised in groups or cooperatives as a result of Solidaridad support,G042,Coffee,0,5,Unspecified,0,0,,5,2022,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of Farmers organised in groups or cooperatives as a result of Solidaridad support,G042,Coffee,0,5,Unspecified,0,0,5,,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of Farmers organised in groups or cooperatives as a result of Solidaridad support,G042,Coffee,0,5,Unspecified,0,0,5,,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
Volume produced under sustainable management,REC20,Coffee,0,22050,Unspecified,0,0,22050,,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
Volume produced under sustainable management,REC20,Coffee,0,22050,Unspecified,0,0,,22050,2022,Passport to Coffee Export (PACE) Lot 3,Tanzania
Volume produced under sustainable management,REC20,Coffee,0,22050,Unspecified,0,0,,22050,2023,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of farmers trained,GP026,Coffee,17853,7500,Unspecified,17853,0,7500,,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of farmers trained,GP026,Coffee,24566,15000,Unspecified,6713,17853,7500,7500,2022,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of farmers trained,GP026,Coffee,24566,22500,Unspecified,0,24566,7500,15000,2023,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of campaigns promoting uptake of sustainable products,S4.2,Coffee,0,1,Unspecified,0,0,1,,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of campaigns promoting uptake of sustainable products,S4.2,Coffee,0,1,Unspecified,0,0,,1,2022,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of persons who are newly employed as a result of Solidaridad's support,S2.4,Coffee,0,390,Unspecified,0,0,390,,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of persons who are newly employed as a result of Solidaridad's support,S2.4,Coffee,0,1170,Unspecified,0,0,780,390,2022,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of persons who are newly employed as a result of Solidaridad's support,S2.4,Coffee,0,1170,Unspecified,0,0,1170,,2023,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of individuals activated to potentially purchase sustainable products,S4.3,Coffee,1,0,Unspecified,0,1,,,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of individuals activated to potentially purchase sustainable products,S4.3,Coffee,0,5000,Unspecified,0,0,5000,,2022,Passport to Coffee Export (PACE) Lot 3,Tanzania
# of individuals activated to potentially purchase sustainable products,S4.3,Coffee,0,10000,Unspecified,0,0,5000,5000,2023,Passport to Coffee Export (PACE) Lot 3,Tanzania
Volume sourced sustainably by brands supported through Solidaridad's projects,S4.1,Coffee,0,21044,Unspecified,0,0,,21044,2021,Passport to Coffee Export (PACE) Lot 3,Tanzania
Volume sourced sustainably by brands supported through Solidaridad's projects,S4.1,Coffee,30357.26,23148.4,Unspecified,29977.26,380,23148.4,,2022,Passport to Coffee Export (PACE) Lot 3,Tanzania
Volume sourced sustainably by brands supported through Solidaridad's projects,S4.1,Coffee,632000.26,25252.8,Unspecified,601644,30356.26,25252.8,,2023,Passport to Coffee Export (PACE) Lot 3,Tanzania
Volume sourced sustainably by brands supported through Solidaridad's projects,S4.1,Coffee,379.34,0,Unspecified,379.34,0,,,2021,To certification and beyond (Lot 5),Tanzania
Volume sourced sustainably by brands supported through Solidaridad's projects,S4.1,Coffee,659.74,300,Unspecified,280.4,379.34,300,,2022,To certification and beyond (Lot 5),Tanzania
Volume sourced sustainably by brands supported through Solidaridad's projects,S4.1,Coffee,664.26,235,Unspecified,4.26,660,235,,2023,To certification and beyond (Lot 5),Tanzania
# of local Service Providers that provide services and inputs,G040,Coffee,5,0,Unspecified,5,0,,,2021,To certification and beyond (Lot 5),Tanzania
# of local Service Providers that provide services and inputs,G040,Coffee,22,15,Unspecified,17,5,15,,2022,To certification and beyond (Lot 5),Tanzania
# of local Service Providers that provide services and inputs,G040,Coffee,0,30,Unspecified,0,0,15,15,2023,To certification and beyond (Lot 5),Tanzania
# of new or improved mandatory sustainability frameworks,S3.3,Coffee,3,3,Unspecified,3,0,3,,2021,To certification and beyond (Lot 5),Tanzania
# of new or improved mandatory sustainability frameworks,S3.3,Coffee,3,3,Unspecified,0,3,,3,2022,To certification and beyond (Lot 5),Tanzania
# of new or improved mandatory sustainability frameworks,S3.3,Coffee,3,3,Unspecified,0,3,,3,2023,To certification and beyond (Lot 5),Tanzania
# of farmers with improved yield (kg/ha)),S1.3,Coffee,9923,0,Unspecified,9923,0,,,2021,To certification and beyond (Lot 5),Tanzania
# of farmers with improved yield (kg/ha)),S1.3,Coffee,18887,7200,Unspecified,8964,9923,7200,,2022,To certification and beyond (Lot 5),Tanzania
# of farmers with improved yield (kg/ha)),S1.3,Coffee,18887,14700,Unspecified,0,18887,7500,7200,2023,To certification and beyond (Lot 5),Tanzania
# of ha with improved soil organic matter,S5.2,Coffee,0,5000,Unspecified,0,0,5000,,2021,To certification and beyond (Lot 5),Tanzania
# of ha with improved soil organic matter,S5.2,Coffee,0,5000,Unspecified,0,0,,5000,2022,To certification and beyond (Lot 5),Tanzania
# of service providers with increase of turnover,S2.3,Coffee,7,15,Unspecified,7,0,15,,2021,To certification and beyond (Lot 5),Tanzania
# of service providers with increase of turnover,S2.3,Coffee,7,0,Unspecified,0,7,,,2022,To certification and beyond (Lot 5),Tanzania
# of persons who are newly employed as a result of Solidaridad's support,S2.4,Coffee,0,2700,Unspecified,0,0,2700,,2022,To certification and beyond (Lot 5),Tanzania
# of persons who are newly employed as a result of Solidaridad's support,S2.4,Coffee,0,2700,Unspecified,0,0,2700,,2023,To certification and beyond (Lot 5),Tanzania
# of local Service Providers supported to provide services and inputs,G041,Coffee,14,5,Unspecified,14,0,5,,2021,To certification and beyond (Lot 5),Tanzania
# of local Service Providers supported to provide services and inputs,G041,Coffee,14,5,Unspecified,0,14,,5,2022,To certification and beyond (Lot 5),Tanzania
"# of farmers, miners and workers (m/f) with improved access to knowledge and information to improve their participation in dialogues",G015,Coffee,9923,0,Unspecified,9923,0,,,2021,To certification and beyond (Lot 5),Tanzania
"# of farmers, miners and workers (m/f) with improved access to knowledge and information to improve their participation in dialogues",G015,Coffee,18887,7200,Unspecified,8964,9923,7200,,2022,To certification and beyond (Lot 5),Tanzania
"# of farmers, miners and workers (m/f) with improved access to knowledge and information to improve their participation in dialogues",G015,Coffee,18887,14700,Unspecified,0,18887,7500,7200,2023,To certification and beyond (Lot 5),Tanzania
# of Farmers organised in groups or cooperatives as a result of Solidaridad support,G042,Coffee,9923,0,Unspecified,9923,0,,,2021,To certification and beyond (Lot 5),Tanzania
# of Farmers organised in groups or cooperatives as a result of Solidaridad support,G042,Coffee,18887,7200,Unspecified,8964,9923,7200,,2022,To certification and beyond (Lot 5),Tanzania
# of Farmers organised in groups or cooperatives as a result of Solidaridad support,G042,Coffee,18887,14700,Unspecified,0,18887,7500,7200,2023,To certification and beyond (Lot 5),Tanzania
# of farmers trained,GP026,Coffee,9923,0,Unspecified,9923,0,,,2021,To certification and beyond (Lot 5),Tanzania
# of farmers trained,GP026,Coffee,18198,7200,Unspecified,8275,9923,7200,,2022,To certification and beyond (Lot 5),Tanzania
# of farmers trained,GP026,Coffee,22412,14700,Unspecified,4214,18198,7500,7200,2023,To certification and beyond (Lot 5),Tanzania
# of ha under sustainable management in a given year,S1.1,Coffee,17788,0,Unspecified,17788,0,,,2021,To certification and beyond (Lot 5),Tanzania
# of ha under sustainable management in a given year,S1.1,Coffee,17788,12000,Unspecified,0,17788,12000,,2022,To certification and beyond (Lot 5),Tanzania
# of ha under sustainable management in a given year,S1.1,Coffee,28218,25200,Unspecified,10430,17788,13200,12000,2023,To certification and beyond (Lot 5),Tanzania
# of farmers with farm income increase,S1.4,Coffee,9923,0,Unspecified,9923,0,,,2021,To certification and beyond (Lot 5),Tanzania
# of farmers with farm income increase,S1.4,Coffee,9923,7200,Unspecified,0,9923,7200,,2022,To certification and beyond (Lot 5),Tanzania
# of farmers with farm income increase,S1.4,Coffee,9923,14700,Unspecified,0,9923,7500,7200,2023,To certification and beyond (Lot 5),Tanzania
# of individuals activated to potentially purchase sustainable products,S4.3,Coffee,14785,5000,Unspecified,14785,0,5000,,2022,To certification and beyond (Lot 5),Tanzania
# of individuals activated to potentially purchase sustainable products,S4.3,Coffee,14785,10000,Unspecified,0,14785,5000,5000,2023,To certification and beyond (Lot 5),Tanzania
# of corporates supported who are testing solutions with Solidaridad,S3.4,Coffee,0,10,Unspecified,0,0,10,,2022,To certification and beyond (Lot 5),Tanzania
# of corporates supported who are testing solutions with Solidaridad,S3.4,Coffee,0,20,Unspecified,0,0,10,10,2023,To certification and beyond (Lot 5),Tanzania
# of corporates Solidaridad engaged with,S3.12,Coffee,3,3,Unspecified,3,0,3,,2021,To certification and beyond (Lot 5),Tanzania
# of corporates Solidaridad engaged with,S3.12,Coffee,3,3,Unspecified,0,3,,3,2022,To certification and beyond (Lot 5),Tanzania
# of corporates Solidaridad engaged with,S3.12,Coffee,3,3,Unspecified,0,3,,3,2023,To certification and beyond (Lot 5),Tanzania
Volume sourced sustainably by brands supported through Solidaridad's projects,S4.1,Coffee,839.95,0,Unspecified,839.95,0,,,2024,To certification and beyond (Lot 5),Tanzania
Volume sourced sustainably by brands supported through Solidaridad's projects,S4.1,Tea,839.95,0,Unspecified,0,839.95,,,2024,To certification and beyond (Lot 5),Tanzania
Volume sourced sustainably by brands supported through Solidaridad's projects,S4.1,Fruit and Vegetables,839.95,0,Unspecified,0,839.95,,,2024,To certification and beyond (Lot 5),Tanzania
Volume sourced sustainably by brands supported through Solidaridad's projects,S4.1,Combined,379.34,0,Unspecified,379.34,0,,,2024,To certification and beyond (Lot 5),Tanzania
# of processors who have reduced pollution,S1.7,Cotton,0,8,Unspecified,0,0,8,,2021,SDC-Tackling pollution from the cotton farm in water stewardship,Ethiopia
# of processors who have reduced pollution,S1.7,Cotton,2,2,Unspecified,0,2,0,2,2021,SDC-Tackling pollution from the cotton farm in water stewardship,Ethiopia
# of processors who have reduced pollution,S1.7,Cotton,2,2,Unspecified,0,2,0,2,2022,SDC-Tackling pollution from the cotton farm in water stewardship,Ethiopia
# of processors who have reduced pollution,S1.7,Cotton,2,0,Unspecified,0,2,,0,2023,SDC-Tackling pollution from the cotton farm in water stewardship,Ethiopia
# of workers trained,S1.11,Cotton,100,100,Unspecified,100,0,100,,2021,SDC-Tackling pollution from the cotton farm in water stewardship,Ethiopia
# of workers trained,S1.11,Cotton,0,200,Unspecified,0,0,100,100,2022,SDC-Tackling pollution from the cotton farm in water stewardship,Ethiopia
# of workers trained,S1.11,Cotton,0,200,Unspecified,0,0,,200,2023,SDC-Tackling pollution from the cotton farm in water stewardship,Ethiopia
# tGHGe/year mitigated,S1.2,Coffee,1771,2000,Unspecified,1771,0,2000,0,2021,Traceable Organic Coffee from Kenya,Kenya
# tGHGe/year mitigated,S1.2,Coffee,0,2000,Unspecified,0,0,2000,0,2022,Traceable Organic Coffee from Kenya,Kenya
# tGHGe/year mitigated,S1.2,Coffee,1327,2000,Unspecified,0,1327,2000,0,2023,Traceable Organic Coffee from Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Coffee,15403,7500,Unspecified,15403,0,7500,0,2021,Traceable Organic Coffee from Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Coffee,20456,15000,Unspecified,5053,15403,7500,7500,2022,Traceable Organic Coffee from Kenya,Kenya
# of farmers with improved yield (kg/ha)),S1.3,Coffee,22976,18000,Unspecified,2520,20456,3000,15000,2023,Traceable Organic Coffee from Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,15403,7500,Unspecified,13778,1625,7500,0,2021,Traceable Organic Coffee from Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,20456,15000,Unspecified,5053,15403,7500,7500,2022,Traceable Organic Coffee from Kenya,Kenya
# of farmers with farm income increase,S1.4,Coffee,22976,18000,Unspecified,2520,20456,3000,15000,2023,Traceable Organic Coffee from Kenya,Kenya
# of farmers trained,GP026,Coffee,15403,7500,Unspecified,15403,0,7500,0,2021,Traceable Organic Coffee from Kenya,Kenya
# of farmers trained,GP026,Coffee,20456,15000,Unspecified,5053,15403,7500,7500,2022,Traceable Organic Coffee from Kenya,Kenya
# of farmers trained,GP026,Coffee,22976,18000,Unspecified,2520,20456,3000,15000,2023,Traceable Organic Coffee from Kenya,Kenya
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,10500,Unspecified,0,0,10500,,2021,Traceable Organic Coffee from Kenya,Kenya
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,1500,Unspecified,0,0,,1500,2022,Traceable Organic Coffee from Kenya,Kenya
# Farmers that implement Good Practices,GP018,Coffee,2725,1500,Unspecified,2725,0,1500,,2021,Traceable Organic Coffee from Kenya,Kenya
# Farmers that implement Good Practices,GP018,Coffee,8725,4500,Unspecified,6000,2725,3000,1500,2022,Traceable Organic Coffee from Kenya,Kenya
